"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2018,105591140,108818261,5,31886206
2018,105591258,108818382,24,31886245
2018,105591496,108818631,16,31886354
2018,105591536,108818662,3,31886365
2018,105591753,108818875,1,31886437
2018,105592438,108819567,21,31886642
2018,105592474,108819607,1,31886650
2018,105592485,108819614,5,31886654
2018,105600177,108827197,21,31888557
2018,105600216,108827231,21,31888561
2018,105600280,108827311,1,31888563
2018,105600322,108827350,21,31888568
2018,105600373,108827409,18,31888581
2018,105600477,108827510,3,31888598
2018,105600602,108827645,24,31888630
2018,105600788,108827837,18,31888663
2018,105600788,108827836,18,31888661
2018,105601048,108828102,24,31888742
2018,105602220,108829305,18,31889046
2018,105602260,108829343,21,31889055
2018,105602312,108829406,3,31889074
2018,105602586,108829663,18,31889132
2018,105602649,108829729,3,31889146
2018,105602747,108829824,18,31889187
2018,105602811,108829888,19,31889207
2018,105602868,108829928,18,31889223
2018,105602868,108829931,18,31889224
2018,105603064,108830125,24,31889290
2018,105603075,108830125,24,31889297
2018,105603071,108830125,24,31889296
2018,105603069,108830125,24,31889294
2018,106126573,109359168,24,32042962
2018,106127409,109359934,3,32043174
2018,106127727,109360223,15,32043216
2018,106128879,109361328,5,32043457
2018,106129832,109362228,3,32043656
2018,106130218,109362607,24,32043733
2018,105613616,108840453,24,31892341
2018,105613616,108840452,9,31892340
2018,105613616,108840454,24,31892343
2018,107259741,110514263,3,32390355
2018,105709468,108936282,25,31921212
2018,105709468,108936281,3,31921210
2018,105709481,108936281,25,31921216
2018,105709481,108936282,3,31921218
2018,106856686,110105912,16,32264247
2018,106856677,110105912,16,32264244
2018,106856681,110105912,16,32264245
2018,107242266,110496974,15,32385650
2018,107242387,110497101,24,32385685
2018,107242697,110497417,1,32385767
2018,107244896,110499604,1,32386248
2018,107245012,110499778,24,32386294
2018,107245146,110499896,18,32386312
2018,107245146,110499887,18,32386309
2018,107245146,110499905,18,32386316
2018,107245146,110499891,18,32386310
2018,107245146,110499897,18,32386313
2018,107245474,110500246,18,32386390
2018,107245621,110500394,18,32386416
2018,107245706,110500473,18,32386443
2018,107245991,110500751,19,32386544
2018,107246037,110500802,16,32386559
2018,107246082,110500845,3,32386571
2018,107246198,110500967,18,32386602
2018,107246236,110500989,9,32386613
2018,107246516,110501272,24,32386703
2018,107246516,110501264,18,32386702
2018,107246572,110501332,5,32386725
2018,107246886,110501662,18,32386803
2018,107246886,110501659,18,32386801
2018,107247221,110501978,18,32386896
2018,107247807,110502593,18,32387069
2018,107253683,110508271,5,32388785
2018,107253052,110507678,6,32388669
2018,107253970,110508550,16,32388842
2018,107254129,110508717,16,32388875
2018,107248421,110503197,19,32387232
2018,107249163,110503953,9,32387428
2018,107249161,110503953,9,32387426
2018,107249320,110504111,16,32387467
2018,107249366,110504159,1,32387480
2018,107249547,110504334,1,32387535
2018,107238840,110493556,17,32384883
2018,107239379,110494065,1,32384956
2018,107240701,110495406,16,32385260
2018,107241821,110496526,24,32385518
2018,107242215,110496927,3,32385629
2018,107242222,110496927,18,32385635
2018,107242362,110497080,1,32385677
2018,107242362,110497078,1,32385675
2018,107242413,110497126,18,32385692
2018,107244603,110499314,18,32386182
2018,107244991,110499735,18,32386284
2018,107248269,110503046,3,32387204
2018,107279085,110533966,18,32395570
2018,107279790,110534593,18,32395724
2018,107279933,110534735,2,32395744
2018,107280515,110535307,14,32395886
2018,107280560,110535355,24,32395898
2018,107280624,110535417,24,32395930
2018,107280673,110535456,5,32395946
2018,107281114,110535911,24,32396093
2018,107281716,110536523,17,32396262
