"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2018,30531414,1,30537632
2018,30531415,1,30537633
2018,30537194,1,30534338
2018,30537201,1,30543769
2018,30528334,1,30534486
2018,30537373,1,30537759
2018,30528359,1,30534511
2018,30528360,7,30534512
2018,30537394,1,30537771
2018,30528402,7,30543992
2018,30537426,1,30537787
2018,30531571,1,30537789
2018,30528411,1,30544003
2018,30528422,1,30537794
2018,30528426,1,30544022
2018,30531584,1,30544025
2018,30528502,1,30537837
2018,30528507,1,30534644
2018,30667482,1,30675604
2018,30669345,1,30675608
2018,30669344,1,30669711
2018,30669355,1,30669718
2018,30667512,1,30673983
2018,30669375,1,30675639
2018,30667550,1,30674020
2018,30663568,1,30674025
2018,30667599,1,30674069
2018,30663621,1,30674071
2018,30667610,1,30674081
2018,30663656,1,30669854
2018,30667625,1,30674096
2018,30667641,1,30674113
2018,30667642,1,30675736
2018,30673731,1,30674176
2018,30669525,1,30679952
2018,30669530,1,30679958
2018,30673767,1,30679957
2018,30669554,1,30675833
2018,30669563,1,30675845
2018,30669589,1,30674295
2018,30673847,1,30680032
2018,30669608,1,30675885
2018,30667843,3,30674314
2018,30673897,1,30680087
2018,30673914,1,30674351
2018,30667884,1,30680128
2018,30667885,1,30674358
2018,30667886,1,30674359
2018,30673947,1,30680137
2018,30669699,1,30675971
2018,30673961,1,30680150
2018,30673977,1,30680162
2018,30673994,1,30680178
2018,30669738,1,30676011
2018,30674067,1,30680243
2018,30669904,1,30674624
2018,30674237,1,30680421
2018,30668147,1,30674639
2018,30668177,1,30676223
2018,30674285,1,30680466
2018,30669991,1,30676253
2018,30669996,1,30676261
2018,30674326,1,30674713
2018,30668226,1,30674723
2018,30668230,1,30680530
2018,30668241,1,30674735
2018,30674379,1,30680548
2018,30674386,1,30676319
2018,30674397,1,30674754
2018,30670075,1,30674773
2018,30674424,1,30674792
2018,30670146,1,30680638
2018,30668329,1,30674821
2018,30674516,1,30674867
2018,30674518,1,30680696
2018,30674525,1,30680704
2018,30670202,1,30676455
2018,30670205,1,30680707
2018,30668438,1,30676513
2018,30668451,1,30680792
2018,30674626,1,30676523
2018,30670315,1,30676574
2018,30668469,1,30676579
2018,30670330,1,30680885
2018,30668492,1,30684995
2018,30668503,1,30680894
2018,30674725,1,30685008
2018,30668526,1,30680919
2018,30674756,1,30685041
2018,30674779,1,30676630
2018,30674780,1,30676632
2018,30670390,1,30676648
2018,30670389,1,30676647
2018,30668567,1,30685092
2018,30668568,3,30685093
2018,30668575,1,30685098
2018,30668628,1,30676674
2018,30674832,1,30680987
2018,30668633,1,30685153
2018,30668648,1,30680999
2018,30670443,1,30676705
2018,30678693,1,30685215
2018,30670463,1,30681043
2018,30670467,1,30676727
2018,30678713,1,30685237
2018,30674911,1,30681064
2018,30678729,1,30685250
2018,30678730,1,30685251
2018,30678753,1,30685275
2018,30678760,1,30685282
2018,30678779,1,30685304
2018,30678820,3,30685346
2018,30678829,7,30685355
2018,30670558,1,30676811
2018,30675016,1,30681169
2018,30678851,1,30681181
2018,30670610,1,30676866
2018,30670646,1,30685438
2018,30675114,1,30681256
2018,30678925,7,30685464
2018,30675116,1,30676916
2018,30675123,1,30681264
2018,30678936,1,30681268
2018,30675127,1,30685480
2018,30670698,1,30676950
2018,30675153,1,30685533
2018,30675340,1,30681473
2018,30679232,1,30685786
2018,30670857,7,30681479
2018,30679245,1,30677116
2018,30670871,1,30677119
2018,30679280,1,30685826
2018,30670892,1,30685830
2018,30671242,1,30677487
2018,30679770,1,30686346
2018,30671246,1,30677490
2018,30671280,1,30677523
2018,30671282,1,30677525
2018,30671281,1,30677524
2018,30679801,1,30686376
2018,30671279,1,30681945
2018,30679814,1,30686388
2018,30675853,1,30686404
2018,30671308,1,30677549
2018,30679834,7,30681985
2018,30679835,1,30686414
2018,30675877,1,30681998
2018,30679860,1,30682024
2018,30671352,1,30677584
2018,30679906,1,30677612
2018,30671379,1,30682073
2018,30679921,1,30686496
2018,30679938,1,30677635
2018,30675979,1,30682110
2018,30675992,1,30682128
2018,30671445,1,30677661
2018,30671449,1,30682140
2018,30671460,1,30677671
2018,30676015,1,30677673
2018,30676023,1,30686561
2018,30679974,1,30686562
2018,30679981,1,30682170
2018,30679994,1,30686583
2018,30671510,1,30677723
2018,30676057,1,30682191
2018,30680037,1,30682231
2018,30680044,1,30686623
2018,30680052,1,30682241
2018,30671587,1,30677810
2018,30671600,1,30686652
2018,30676133,1,30677836
2018,30680116,1,30677855
2018,30671630,1,30682297
2018,30676223,1,30686742
2018,30671698,1,30677927
2018,30676240,1,30682372
2018,30680194,2,30686770
2018,30676255,1,30682382
2018,30671715,1,30682390
2018,30676273,1,30677953
2018,30680220,1,30686802
2018,30676468,1,30682599
2018,30671851,8,30678080
2018,30680277,1,30686856
2018,30676513,1,30682643
2018,30680326,1,30686909
2018,30680336,1,30686917
2018,30680337,1,30686918
2018,30676605,1,30686982
2018,30676637,1,30687008
2018,30676660,1,30682789
2018,30676669,1,30682803
2018,30529203,1,30535482
2018,30525179,1,30531396
2018,30525206,1,30531422
2018,30533903,1,30531446
2018,30529418,1,30540341
2018,30533911,1,30531465
2018,30529438,1,30531478
2018,30533944,1,30535712
2018,30525366,1,30531584
2018,30529566,1,30531638
2018,30525415,1,30540523
2018,30525465,1,30540552
2018,30525510,1,30531731
2018,30525528,1,30540599
2018,30525622,1,30531836
2018,30534247,1,30540700
2018,30545927,1,30552500
2018,30534329,1,30540781
2018,30534372,1,30540822
2018,30534403,1,30540860
2018,30534432,1,30540891
2018,30534476,1,30540938
2018,30534531,1,30532060
2018,30534592,1,30541058
2018,30530000,1,30541083
2018,30534616,1,30532145
2018,30534635,1,30541104
2018,30534636,2,30541105
2018,30534634,1,30541103
2018,30534643,1,30541112
2018,30525944,1,30541115
2018,30525955,1,30532177
2018,30534646,7,30536237
2018,30525974,1,30541133
2018,30526022,1,30532234
2018,30526030,7,30532241
2018,30530057,1,30532251
2018,30526065,1,30541203
2018,30526068,1,30532284
2018,30534729,1,30541208
2018,30526102,1,30541233
2018,30530105,1,30536326
2018,30534794,1,30541270
2018,30526138,1,30532358
2018,30526139,1,30541286
2018,30545953,1,30552532
2018,30534912,1,30541393
2018,30526294,1,30536406
2018,30530200,1,30541412
2018,30534940,1,30541424
2018,30534967,1,30541449
2018,30526342,1,30532562
2018,30526344,1,30532569
2018,30534984,1,30532573
2018,30526365,1,30532589
2018,30530238,1,30536447
2018,30535006,1,30541488
2018,30535008,1,30541489
2018,30526376,1,30541499
2018,30526382,1,30536463
2018,30545959,7,30552538
2018,30535053,1,30532640
2018,30535077,1,30541572
2018,30535100,1,30541594
2018,30535152,1,30541644
2018,30530322,1,30536533
2018,30535193,1,30541685
2018,30530345,1,30532770
2018,30526578,1,30532794
2018,30530355,1,30536563
2018,30535255,1,30541754
2018,30526599,1,30532814
2018,30526614,1,30532826
2018,30530375,1,30541770
2018,30535276,1,30532828
2018,30535275,1,30536583
2018,30535274,1,30532827
2018,30535286,1,30541778
2018,30535308,1,30536596
2018,30526629,1,30536599
2018,30535330,1,30532866
2018,30535355,7,30532888
2018,30535383,1,30541867
2018,30526745,1,30541940
2018,30535476,1,30541956
2018,30526768,1,30532983
2018,30535484,1,30541963
2018,30530476,8,30533006
2018,30535521,1,30536719
2018,30535557,1,30542043
2018,30526847,1,30542049
2018,30526855,1,30533060
2018,30535573,1,30542061
2018,30526877,1,30533087
2018,30526881,1,30533091
2018,30526915,1,30536781
2018,30526938,1,30542132
2018,30530569,1,30536796
2018,30526958,1,30533153
2018,30535653,1,30542152
2018,30530580,1,30536811
2018,30526989,1,30533178
2018,30527659,1,30533815
2018,30527688,1,30543002
2018,30536449,1,30543006
2018,30536452,1,30533844
2018,30531034,1,30537252
2018,30527723,1,30533879
2018,30531075,1,30543097
2018,30527754,1,30543107
2018,30536567,1,30533927
2018,30527772,7,30543139
2018,30536613,1,30537315
2018,30527797,1,30533953
2018,30536638,1,30533966
2018,30527821,1,30543210
2018,30536645,1,30543209
2018,30527824,1,30543213
2018,30536652,1,30543217
2018,30527841,1,30533995
2018,30536668,1,30533993
2018,30536680,1,30543242
2018,30527859,1,30534011
2018,30527898,1,30534056
2018,30527902,8,30534063
2018,30536743,1,30537380
2018,30531159,1,30537385
2018,30536786,1,30537406
2018,30536817,1,30543380
2018,30536849,1,30543414
2018,30536863,1,30543430
2018,30536884,1,30543457
2018,30536889,1,30543462
2018,30531274,1,30537494
2018,30536910,3,30534234
2018,30545962,1,30552541
2018,30545969,1,30552548
2018,30545974,1,30552553
2018,30537117,7,30543686
2018,30537123,8,30543692
2018,30537128,1,30543697
2018,30537144,1,30543713
2018,30545977,1,30552556
2018,30541260,1,30547479
2018,30537158,1,30543728
2018,30537177,1,30543747
2018,30537190,1,30543759
2018,30537202,1,30543770
2018,30539356,1,30545480
2018,29899743,1,29925242
2018,29890431,1,29920914
2018,29890435,1,29915626
2018,29890475,1,29915672
2018,29890477,1,29915673
2018,29899780,1,29920947
2018,29890512,1,29920979
2018,29899840,1,29925335
2018,29890532,1,29925338
2018,29899842,1,29925337
2018,30532474,1,30538675
2018,29899910,1,29925400
2018,29890581,1,29921050
2018,29890600,1,29921066
2018,29899960,1,29921091
2018,29895439,1,29915836
2018,29890636,1,29915840
2018,29900013,1,29925510
2018,29895469,1,29915869
2018,29900038,1,29925535
2018,29900061,4,29915909
2018,29900076,1,29925574
2018,29895531,7,29915927
2018,29890729,1,29915933
2018,29890728,1,29921204
2018,29900102,1,29921209
2018,29900111,1,29925608
2018,29900124,1,29925618
2018,29900127,1,29921228
2018,29895566,1,29915965
2018,29890805,1,29916025
2018,29895650,1,29925692
2018,29900200,23,29925709
2018,29900228,7,29925735
2018,29895701,1,29916076
2018,29900252,1,29925762
2018,29900256,1,29916092
2018,29900266,1,29921357
2018,29895756,1,29916133
2018,29900309,1,29921387
2018,29900315,1,29925817
2018,29890902,1,29925818
2018,29895782,1,29916157
2018,29890914,1,29925835
2018,29900336,1,29916162
2018,29890916,1,29921410
2018,29895788,1,29925840
2018,29895791,1,29916168
2018,29895798,1,29916173
2018,29900341,1,29925847
2018,29890960,1,29921452
2018,29890976,1,29916216
2018,29900399,1,29916234
2018,29890999,1,29921486
2018,29895877,1,29916265
2018,29891013,1,29921493
2018,29891014,1,29925930
2018,29891015,1,29921495
2018,29900427,1,29921494
2018,30532473,1,30538674
2018,29891021,1,29921507
2018,29900447,1,29925945
2018,29900445,1,29925944
2018,29900458,3,29925953
2018,29900464,1,29916296
2018,29900478,1,29925975
2018,29895931,1,29921530
2018,29891052,1,29925997
2018,29895954,1,29916337
2018,29900508,1,29921546
2018,29895964,1,29921549
2018,29895969,1,29916351
2018,29891089,1,29921569
2018,29891088,1,29926041
2018,30532475,1,30538676
2018,29900548,1,29921590
2018,30539364,1,30545489
2018,29891115,1,29916390
2018,29896016,1,29916398
2018,29896022,1,29926070
2018,29900571,1,29926075
2018,29900580,1,29921624
2018,29900582,1,29926081
2018,30538672,1,30550276
2018,29896398,1,29922118
2018,29896414,7,29916787
2018,29896475,1,29916852
2018,30539389,7,30545515
2018,30532497,1,30550317
2018,30539394,1,30545520
2018,29896521,1,29916899
2018,29896585,1,29916967
2018,29901412,1,29926922
2018,30532504,1,30538708
2018,29896615,7,29916998
2018,30543731,1,30538709
2018,30539403,1,30545529
2018,29896634,1,29917017
2018,30543747,1,30538720
2018,29896667,1,29917049
2018,29891725,1,29922202
2018,30543751,1,30550350
2018,29896678,1,29917059
2018,29896679,1,29922205
2018,29896681,1,29917061
2018,29896683,1,29917063
2018,29896686,1,29917065
2018,30543757,1,30550355
2018,29901482,1,29926996
2018,29896700,1,29917079
2018,29896704,1,29922211
2018,29896776,1,29917153
2018,30543758,1,30550356
2018,30532525,1,30538733
2018,30539426,1,30545557
2018,29901549,1,29927063
